KAJ8019408	XP_030852855
KAJ8027123	XP_030851225
KAJ8027283	XP_030850345
KAJ8027507	XP_030851543
KAJ8027731	XP_030854491
KAJ8027763	XP_003724335
KAJ8027859	XP_783130
KAJ8027987	XP_030836820
KAJ8028051	XP_030836907
KAJ8028115	XP_001178896
KAJ8028179	XP_030836216
KAJ8028211	XP_798304
KAJ8028275	XP_030837092
KAJ8028307	XP_030837005
KAJ8028339	XP_783437
KAJ8028435	XP_798391
KAJ8028499	XP_030836284
KAJ8028595	XP_030836425
KAJ8028627	XP_030836940
KAJ8028691	XP_030836914
KAJ8028723	XP_030836540
KAJ8028755	XP_785762
KAJ8028819	XP_030836161
KAJ8028883	XP_030854977
KAJ8029235	XP_790728
KAJ8029299	XP_030832442
KAJ8029363	XP_030832680
KAJ8029395	XP_030832516
KAJ8029459	XP_030832450
KAJ8029523	XP_780373
KAJ8029555	XP_030832418
KAJ8029587	XP_030832158
KAJ8029651	XP_030832997
KAJ8029683	XP_030833199
KAJ8029747	XP_030832760
KAJ8033654	XP_030839171
KAJ8033686	XP_003729293
KAJ8033814	XP_030839722
KAJ8033846	XP_030838874
KAJ8033942	XP_780661
KAJ8033974	XP_786883
KAJ8034006	XP_030839243
KAJ8034518	XP_030854101
KAJ8034614	XP_030849347
KAJ8034742	XP_794144
KAJ8034838	XP_030833620
KAJ8035254	XP_030833502
KAJ8035318	XP_790832
KAJ8035382	XP_030834281
KAJ8035606	XP_030828607
KAJ8031894	XP_030843643
KAJ8032022	XP_030844532
KAJ8032086	XP_030849896
KAJ8032214	XP_788458
KAJ8032534	XP_030844457
KAJ8033014	XP_030839415
KAJ8033206	XP_030854361
KAJ8033238	XP_030839020
KAJ8033334	XP_030829847
KAJ8033398	XP_011664884
KAJ8033702	XP_030839192
KAJ8031798	XP_030844146
KAJ8031830	XP_030841417
KAJ8028614	XP_030837087
KAJ8028646	XP_030837094
KAJ8023363	XP_030833256
KAJ8023459	XP_011673227
KAJ8043804	XP_030847870
KAJ8043580	XP_011674514
KAJ8023267	XP_030846089
KAJ8042556	XP_795427
KAJ8042652	XP_030830185
KAJ8042716	XP_030847289
KAJ8042748	XP_030846926
KAJ8042812	XP_011682666
KAJ8042844	XP_030847679
KAJ8042908	XP_780704
KAJ8043036	XP_030847179
KAJ8043068	XP_001199299
KAJ8043388	XP_030829018
KAJ8023843	XP_030845510
KAJ8029318	XP_030847255
KAJ8029350	XP_030832325
KAJ8028230	XP_030837670
KAJ8028262	XP_030837090
KAJ8040316	XP_030851834
KAJ8040348	XP_030852426
KAJ8040860	XP_030852099
KAJ8040892	XP_030851926
KAJ8040924	XP_030851438
KAJ8040988	XP_030851684
KAJ8041212	XP_030831127
KAJ8041244	XP_799266
KAJ8041532	XP_030831507
KAJ8041564	XP_030831553
KAJ8041660	XP_794111
KAJ8041724	XP_030831501
KAJ8041756	XP_785910
KAJ8041820	XP_011670590
KAJ8041852	XP_030831090
KAJ8039868	XP_030852635
KAJ8039900	XP_011677133
KAJ8039932	XP_030836443
KAJ8039964	XP_030851541
KAJ8039996	XP_003729266
KAJ8040060	XP_030852215
KAJ8039484	XP_011671175
KAJ8034617	XP_030833468
KAJ8034649	XP_030834115
KAJ8034905	XP_030833768
KAJ8035257	XP_030833484
KAJ8035353	XP_785569
KAJ8035449	XP_030833679
KAJ8035545	XP_782803
KAJ8035609	NP_001073023
KAJ8035673	XP_030828198
KAJ8035801	XP_030856261
KAJ8033529	XP_030838869
KAJ8043327	XP_790957
KAJ8043519	XP_030848144
KAJ8046530	XP_030855729
KAJ8046594	XP_030855775
KAJ8046626	XP_030834940
KAJ8046690	XP_030856220
KAJ8046210	XP_787871
KAJ8046306	XP_030839284
KAJ8046498	XP_030828387
KAJ8042370	XP_003730238
KAJ8042434	XP_030831012
KAJ8042466	XP_030831305
KAJ8042594	XP_792600
KAJ8042626	XP_030847464
KAJ8042754	XP_030847226
KAJ8042786	XP_030847628
KAJ8042850	XP_790650
KAJ8043074	XP_003726488
KAJ8043138	XP_793836
KAJ8043202	XP_003724778
KAJ8043298	XP_030848089
KAJ8043362	XP_030848333
KAJ8043394	NP_001028820
KAJ8043522	XP_030831001
KAJ8043714	XP_003728118
KAJ8043778	XP_030847396
KAJ8043810	XP_030847746
KAJ8043874	XP_030847398
KAJ8044098	XP_030848114
KAJ8044354	XP_030855314
KAJ8044546	XP_030855396
KAJ8044578	NP_999663
KAJ8024367	XP_030846584
KAJ8024431	XP_030845952
KAJ8024463	XP_030846401
KAJ8024495	XP_030845895
KAJ8020175	XP_030830929
KAJ8020207	XP_030829693
KAJ8020303	XP_030835447
KAJ8020335	XP_030837474
KAJ8020367	XP_797941
KAJ8030035	XP_030832197
KAJ8030163	XP_030849002
KAJ8030195	XP_030838296
KAJ8030259	XP_790097
KAJ8030291	XP_793972
KAJ8030451	XP_030837542
KAJ8030483	XP_011665796
KAJ8030515	XP_791719
KAJ8030675	XP_030838215
KAJ8030771	XP_030838188
KAJ8030835	XP_030837448
KAJ8031155	XP_001175598
KAJ8031187	XP_030837320
KAJ8031219	XP_011679734
KAJ8031251	XP_030838305
KAJ8031379	XP_030841432
KAJ8031443	NP_001154909
KAJ8031763	XP_030843934
KAJ8031827	XP_030844447
KAJ8031987	XP_003729616
KAJ8032083	XP_030843647
KAJ8032147	XP_030830150
KAJ8032211	XP_030844492
KAJ8032275	XP_793312
KAJ8032499	XP_796383
KAJ8032531	XP_011661697
KAJ8032563	XP_030829995
KAJ8032595	XP_788974
KAJ8032627	XP_030843841
KAJ8032851	XP_030853365
KAJ8032915	XP_030838919
KAJ8032947	NP_999711
KAJ8033107	XP_030838020
KAJ8033139	XP_011681006
KAJ8033203	XP_030839100
KAJ8033267	XP_786658
KAJ8033459	XP_030838793
KAJ8033491	XP_030844295
KAJ8033619	XP_030838527
KAJ8033683	XP_030838764
KAJ8033715	XP_030854369
KAJ8033939	XP_030838825
KAJ8034099	XP_030830111
KAJ8034291	XP_030848168
KAJ8034355	XP_030834151
KAJ8034483	XP_030833644
KAJ8034611	XP_787867
KAJ8034643	XP_011678077
KAJ8034675	XP_030852497
KAJ8034771	XP_784687
KAJ8035315	XP_792876
KAJ8035411	XP_030834598
KAJ8035539	NP_001012720
KAJ8035571	XP_030828751
KAJ8035699	XP_011665953
KAJ8035763	NP_001229598
KAJ8035795	XP_030828166
KAJ8035859	XP_788345
KAJ8035891	XP_030855747
KAJ8035987	XP_011663849
KAJ8036083	XP_789065
KAJ8036307	NP_001116975
KAJ8036403	XP_780590
KAJ8036563	XP_783473
KAJ8036659	XP_030846688
KAJ8036787	XP_030839752
KAJ8036819	XP_003727133
KAJ8036947	XP_011670619
KAJ8036979	XP_003730470
KAJ8037075	XP_030835081
KAJ8037139	XP_030840498
KAJ8037171	XP_785257
KAJ8037235	XP_030854809
KAJ8037267	XP_030840240
KAJ8037491	XP_030839993
KAJ8037555	XP_011667532
KAJ8037619	XP_030839937
KAJ8037683	XP_030839119
KAJ8037715	XP_787303
KAJ8037811	XP_783768
KAJ8037843	XP_787783
KAJ8037875	XP_030840024
KAJ8037939	XP_001177627
KAJ8038003	XP_030840076
KAJ8038099	XP_030842638
KAJ8038131	XP_030848019
KAJ8038163	XP_030839848
KAJ8038483	NP_999801
KAJ8038515	XP_011670923
KAJ8038547	XP_030853775
KAJ8038675	XP_003727682
KAJ8038899	XP_030853448
KAJ8039123	XP_030853615
KAJ8039251	XP_030853485
KAJ8039315	XP_030849268
KAJ8039411	XP_030853548
KAJ8039539	XP_011676138
KAJ8039571	XP_011671846
KAJ8039667	XP_011684244
KAJ8039699	XP_030852121
KAJ8039795	XP_030852081
KAJ8039891	XP_030852213
KAJ8039987	XP_030852031
KAJ8040051	XP_030852186
KAJ8040115	XP_030845817
KAJ8040211	XP_030852210
KAJ8040275	XP_030852146
KAJ8040339	XP_030851905
KAJ8040435	XP_030849366
KAJ8040499	XP_011671417
KAJ8040595	XP_030852004
KAJ8040787	XP_030852707
KAJ8040851	XP_030851481
KAJ8040915	XP_030849664
KAJ8040947	XP_030851807
KAJ8041171	XP_781846
KAJ8041203	XP_003728977
KAJ8041459	XP_030831536
KAJ8041683	XP_030831720
KAJ8041747	XP_030831897
KAJ8041779	XP_003728483
KAJ8041843	XP_784849
KAJ8041907	XP_001200047
KAJ8041971	XP_030831767
KAJ8042003	XP_030830989
KAJ8042067	XP_030840664
KAJ8042291	XP_782537
KAJ8042451	XP_011664088
KAJ8042771	XP_030847457
KAJ8042803	XP_030846859
KAJ8042835	XP_030847701
KAJ8042867	XP_030847624
KAJ8042899	XP_784647
KAJ8042931	XP_030832259
KAJ8042963	XP_030856393
KAJ8042995	XP_030847366
KAJ8043091	XP_030845267
KAJ8043187	XP_030830910
KAJ8043379	XP_030847931
KAJ8043603	XP_793139
KAJ8043955	XP_030847753
KAJ8044019	XP_030847883
KAJ8044211	XP_030833802
KAJ8044243	XP_030847534
KAJ8044307	XP_030855527
KAJ8044339	XP_030854664
KAJ8044499	XP_030854563
KAJ8044531	XP_030855221
KAJ8044723	XP_011664424
KAJ8044851	XP_030854460
KAJ8045043	XP_795058
KAJ8045171	XP_030854745
KAJ8045235	XP_011664400
KAJ8045267	XP_780532
KAJ8045299	XP_030855258
KAJ8045331	XP_003727182
KAJ8045363	XP_030855518
KAJ8045427	XP_030855118
KAJ8045459	XP_030855260
KAJ8045523	XP_030855522
KAJ8045555	XP_030854225
KAJ8045651	XP_030855536
KAJ8045683	XP_782886
KAJ8045747	XP_030854268
KAJ8045779	NP_001027542
KAJ8045843	XP_030834519
KAJ8045875	XP_030854229
KAJ8045907	XP_779985
KAJ8045971	XP_785947
KAJ8046259	XP_030856314
KAJ8046291	XP_030836139
KAJ8046323	XP_030829137
KAJ8046355	XP_001185329
KAJ8046387	XP_030828977
KAJ8046419	XP_030828530
KAJ8046451	XP_030828692
KAJ8046515	XP_003724118
KAJ8046675	XP_030856411
KAJ8046739	XP_030856279
KAJ8046835	XP_011662691
KAJ8047091	XP_030856176
KAJ8047123	XP_003724032
KAJ8047219	XP_030828301
KAJ8047251	XP_783153
KAJ8047347	XP_030853339
KAJ8047475	XP_030828593
KAJ8047571	XP_030827822
KAJ8047603	XP_011662304
KAJ8047699	XP_781827
KAJ8047763	XP_030829104
KAJ8047795	XP_797024
KAJ8047859	XP_030828295
KAJ8048179	XP_030848835
KAJ8048275	XP_030850333
KAJ8048723	XP_030835507
KAJ8048883	XP_030849309
KAJ8049363	XP_030851097
KAJ8049555	XP_030841104
KAJ8049747	XP_030849758
KAJ8049939	XP_011681850
KAJ8050291	XP_011661635
KAJ8050707	XP_030848589
KAJ8018292	XP_030828701
KAJ8018484	XP_030848124
KAJ8018708	XP_030842693
KAJ8019380	XP_030848624
KAJ8019636	XP_030829528
KAJ8019764	XP_011683135
KAJ8019860	XP_030852765
KAJ8019924	XP_030829800
KAJ8019956	XP_030830020
KAJ8020020	XP_794287
KAJ8020052	XP_030830576
KAJ8020212	XP_030829725
KAJ8020244	XP_786795
KAJ8020340	XP_782862
KAJ8020372	XP_011678002
KAJ8020500	XP_011675363
KAJ8020532	XP_011678005
KAJ8020660	XP_011678417
KAJ8020692	XP_030829570
KAJ8021012	XP_793443
KAJ8021044	XP_785208
KAJ8021268	XP_030842427
KAJ8021396	XP_030835079
KAJ8021428	XP_030843081
KAJ8021524	XP_030842679
KAJ8021556	XP_030842526
KAJ8021588	XP_794994
KAJ8021620	XP_030843104
KAJ8021716	XP_030842458
KAJ8021748	XP_030842439
KAJ8021908	XP_030842846
KAJ8022132	XP_030842992
KAJ8022260	XP_030835254
KAJ8022388	XP_030835867
KAJ8022516	XP_011679509
KAJ8022644	NP_001116973
KAJ8022676	XP_030835255
KAJ8022772	XP_030834903
KAJ8022836	XP_796224
KAJ8022996	XP_003728086
KAJ8023124	XP_784440
KAJ8023284	XP_030845434
KAJ8023668	XP_030845512
KAJ8023764	XP_003729168
KAJ8023892	XP_030854118
KAJ8023956	XP_030845499
KAJ8024180	XP_790907
KAJ8024308	XP_003728896
KAJ8024436	XP_030845951
KAJ8024500	XP_030847100
KAJ8024532	XP_030846704
KAJ8024628	XP_780119
KAJ8024724	XP_030845872
KAJ8024788	XP_800228
KAJ8024820	XP_030833297
KAJ8024916	XP_030846039
KAJ8024980	XP_030846621
KAJ8025108	XP_030832376
KAJ8025140	XP_011681871
KAJ8025204	XP_030846367
KAJ8025364	XP_030841453
KAJ8025524	XP_030841166
KAJ8025684	XP_030841546
KAJ8026004	XP_781350
KAJ8026036	XP_030836588
KAJ8026068	XP_030842025
KAJ8026100	XP_001188365
KAJ8026132	XP_030841495
KAJ8026164	XP_030842096
KAJ8026228	XP_030841725
KAJ8026292	XP_030842316
KAJ8026420	XP_030850451
KAJ8026548	XP_030851161
KAJ8026836	XP_030847756
KAJ8026868	XP_796542
KAJ8027028	XP_030850711
KAJ8027124	XP_030850331
KAJ8027220	XP_030850354
KAJ8027284	XP_785345
KAJ8027412	XP_030851221
KAJ8027508	XP_030851171
KAJ8027540	XP_001200318
KAJ8027828	XP_011660808
KAJ8027860	XP_030829882
KAJ8027892	XP_030836966
KAJ8027924	XP_030836732
KAJ8027988	XP_030836765
KAJ8028116	XP_030836254
KAJ8028180	XP_790052
KAJ8028212	XP_030836472
KAJ8028308	XP_030841591
KAJ8028340	XP_030836823
KAJ8028436	XP_030836099
KAJ8028468	XP_030836885
KAJ8028500	XP_030836177
KAJ8028660	XP_030836828
KAJ8028820	XP_030836024
KAJ8028852	XP_011672403
KAJ8028916	XP_030832994
KAJ8028948	XP_030832946
KAJ8028980	XP_786436
KAJ8029012	XP_030836367
KAJ8029108	XP_030832444
KAJ8029204	XP_030832920
KAJ8029236	XP_030833172
KAJ8029300	XP_030832851
KAJ8029332	XP_781909
KAJ8029588	XP_799205
KAJ8029716	XP_030832350
KAJ8029748	XP_030832434
KAJ8030004	XP_030832996
KAJ8030388	XP_003724612
KAJ8030452	XP_030837364
KAJ8030484	XP_788119
KAJ8030516	XP_030838022
KAJ8030644	XP_011671470
KAJ8030676	XP_030838067
KAJ8030868	XP_011674190
KAJ8031188	XP_003730708
KAJ8031252	XP_030838168
KAJ8031284	XP_003730095
KAJ8031444	XP_011672505
KAJ8031764	XP_001193611
KAJ8031796	NP_001123279
KAJ8031828	XP_001185328
KAJ8031860	XP_030845400
KAJ8032276	XP_030832813
KAJ8032500	XP_030844006
KAJ8032564	XP_030851562
KAJ8032596	XP_030843764
KAJ8032788	XP_030849319
KAJ8032852	XP_784642
KAJ8032948	XP_030839506
KAJ8032980	XP_030839359
KAJ8033140	XP_030839138
KAJ8033204	XP_030839082
KAJ8033236	XP_030839175
KAJ8033268	XP_030851141
KAJ8033300	XP_030839330
KAJ8033396	XP_030838580
KAJ8033460	XP_787842
KAJ8033940	XP_030838945
KAJ8034100	XP_784157
KAJ8034260	XP_011676459
KAJ8034292	XP_030834060
KAJ8034772	XP_030833987
KAJ8034804	XP_030832833
KAJ8035284	NP_999818
KAJ8035444	XP_030831577
KAJ8035636	XP_030855712
KAJ8035732	XP_780968
KAJ8035764	XP_781288
KAJ8035892	XP_799062
KAJ8035924	XP_800429
KAJ8036052	XP_030828242
KAJ8036244	XP_030829118
KAJ8036500	NP_999725
KAJ8036564	XP_030856195
KAJ8036628	XP_030856156
KAJ8036692	XP_003726499
KAJ8036852	XP_030840345
KAJ8036916	XP_030840220
KAJ8037012	XP_030840067
KAJ8037140	XP_030854787
KAJ8037236	XP_011678514
KAJ8037268	XP_796206
KAJ8037300	XP_011678972
KAJ8037364	XP_798116
KAJ8037492	XP_030839992
KAJ8037524	XP_030829687
KAJ8037556	XP_030854638
KAJ8037620	XP_030855053
KAJ8037684	XP_782051
KAJ8037876	XP_030842008
KAJ8038548	XP_030828861
KAJ8038580	XP_030852885
KAJ8038708	XP_030835129
KAJ8038868	XP_030852968
KAJ8038900	XP_030854023
KAJ8038932	XP_030840316
KAJ8038996	XP_030853237
KAJ8039124	XP_030853511
KAJ8039156	XP_011682193
KAJ8039444	XP_030853895
KAJ8039476	XP_793757
KAJ8039668	XP_030851471
KAJ8039700	XP_030851869
KAJ8039796	XP_030851459
KAJ8039956	XP_030852767
KAJ8039988	XP_003724004
KAJ8040020	XP_030835933
KAJ8040052	XP_030851928
KAJ8040212	XP_030852922
KAJ8040276	XP_030852729
KAJ8040340	XP_030851944
KAJ8040436	XP_030852304
KAJ8040500	XP_030851416
KAJ8040532	XP_030852846
KAJ8040660	XP_030834013
KAJ8040692	XP_030852456
KAJ8040756	XP_030851843
KAJ8040852	XP_030851668
KAJ8041204	XP_030831512
KAJ8041300	XP_003726140
KAJ8041364	XP_003727758
KAJ8041396	XP_003730769
KAJ8041556	XP_030831065
KAJ8041652	XP_794104
KAJ8041684	XP_030832020
KAJ8041716	XP_030831282
KAJ8041780	XP_003724407
KAJ8041876	XP_030831105
KAJ8041908	XP_783602
KAJ8041972	XP_011670542
KAJ8042004	XP_030831903
KAJ8042036	XP_030831147
KAJ8042068	XP_003727238
KAJ8042196	XP_030831317
KAJ8042260	XP_030831397
KAJ8042388	XP_003728353
KAJ8042420	XP_011666878
KAJ8042644	XP_030848318
KAJ8042804	XP_030836070
KAJ8042836	XP_030847699
KAJ8042868	XP_797496
KAJ8042932	XP_030847584
KAJ8042964	XP_003727531
KAJ8042996	XP_786790
KAJ8043092	XP_030847474
KAJ8043124	XP_030847513
KAJ8043188	XP_030830917
KAJ8043380	XP_030847609
KAJ8043540	XP_030848106
KAJ8043572	XP_030834702
KAJ8043700	NP_001243005
KAJ8043828	XP_030848345
KAJ8044180	XP_030831400
KAJ8044212	XP_030847858
KAJ8044244	XP_030847542
KAJ8044276	XP_003725869
KAJ8044340	XP_030854547
KAJ8044468	XP_011666722
KAJ8044500	XP_030854363
KAJ8044564	XP_003728409
KAJ8044628	XP_030854283
KAJ8044724	XP_030855235
KAJ8044756	XP_783923
KAJ8044788	XP_030854399
KAJ8044884	XP_786158
KAJ8045044	XP_787775
KAJ8045076	XP_030832321
KAJ8045108	XP_030854472
KAJ8045140	XP_030854852
KAJ8045236	XP_781199
KAJ8045300	XP_030854987
KAJ8045332	XP_030854227
KAJ8045364	XP_011680113
KAJ8045396	XP_011671118
KAJ8045428	XP_784899
KAJ8045556	XP_030855336
KAJ8045620	XP_030854962
KAJ8045684	XP_030854966
KAJ8045716	XP_030854933
KAJ8045780	XP_786728
KAJ8045844	XP_030855464
KAJ8045876	XP_030846508
KAJ8045908	XP_790898
KAJ8046036	XP_030854562
KAJ8046356	XP_785934
KAJ8046388	XP_781488
KAJ8046420	XP_030827980
KAJ8046452	XP_030828966
KAJ8046516	XP_030828515
KAJ8046676	XP_011676630
KAJ8046708	XP_030828296
KAJ8046740	XP_011666940
KAJ8046772	XP_030853455
KAJ8046996	XP_030851160
KAJ8047252	XP_030827911
KAJ8047348	XP_782916
KAJ8047444	NP_001116968
KAJ8047572	XP_030827871
KAJ8047636	XP_030855823
KAJ8047668	XP_011664217
KAJ8047700	XP_030828382
KAJ8047796	XP_030828976
KAJ8047956	XP_030848815
KAJ8048084	XP_030848531
KAJ8048180	XP_030848609
KAJ8048340	XP_011662451
KAJ8048660	XP_030831355
KAJ8048884	XP_030848546
KAJ8050100	XP_030841000
KAJ8050612	XP_030840531
KAJ8018133	XP_030844896
KAJ8018293	XP_030846207
KAJ8018709	XP_001191596
KAJ8019093	XP_011663321
KAJ8019413	XP_783578
KAJ8019445	XP_030830103
KAJ8019541	XP_030830597
KAJ8019573	XP_030830508
KAJ8019637	XP_030829626
KAJ8019701	XP_030830575
KAJ8019733	XP_011683969
KAJ8019829	XP_790505
KAJ8019893	XP_030829724
KAJ8019925	XP_030829956
KAJ8019989	XP_011668243
KAJ8020021	XP_003728103
KAJ8020117	XP_782738
KAJ8020341	XP_001198915
KAJ8020405	XP_001193049
KAJ8020501	XP_003724698
KAJ8020565	XP_030829940
KAJ8020661	XP_800023
KAJ8020693	XP_780502
KAJ8020821	XP_011675359
KAJ8020885	XP_796133
KAJ8021045	XP_786433
KAJ8021301	XP_030843002
KAJ8021365	XP_030842743
KAJ8021397	XP_011671669
KAJ8021429	XP_030843079
KAJ8021525	XP_030842425
KAJ8021557	XP_030842916
KAJ8021589	XP_030843143
KAJ8021813	XP_030835213
KAJ8021877	XP_030842885
KAJ8022005	XP_030842748
KAJ8022133	XP_030842954
KAJ8022197	XP_030837695
KAJ8022293	XP_783722
KAJ8022325	XP_030829172
KAJ8022613	XP_800040
KAJ8022645	XP_030835000
KAJ8022677	XP_003723625
KAJ8022709	XP_030835576
KAJ8022805	XP_030845465
KAJ8023093	XP_030835069
KAJ8023125	XP_784168
KAJ8023285	XP_030845436
KAJ8023893	XP_030845225
KAJ8023957	XP_030845593
KAJ8024021	XP_003727597
KAJ8024149	NP_999637
KAJ8024245	XP_003725851
KAJ8024533	XP_030848112
KAJ8024565	XP_030846405
KAJ8024597	NP_999683
KAJ8024629	NP_999657
KAJ8024661	XP_011675008
KAJ8024757	XP_030849177
KAJ8024885	XP_030829918
KAJ8024917	XP_030846043
KAJ8024981	XP_030846529
KAJ8025109	XP_030846669
KAJ8025141	XP_785756
KAJ8025205	XP_792998
KAJ8025301	XP_030846414
KAJ8025365	XP_785341
KAJ8025397	XP_030842171
KAJ8025461	XP_030842112
KAJ8025525	XP_011661642
KAJ8025621	XP_030848407
KAJ8025653	XP_030841753
KAJ8025877	XP_011662936
KAJ8025941	XP_003725826
KAJ8025973	XP_030841875
KAJ8026005	XP_030842248
KAJ8026037	XP_030836987
KAJ8026069	XP_780585
KAJ8026165	XP_030841642
KAJ8026325	XP_783529
KAJ8026645	XP_791345
KAJ8026773	XP_030850437
KAJ8026837	XP_011662685
KAJ8027029	XP_030828571
KAJ8027061	XP_030828441
KAJ8027221	XP_030850653
KAJ8027253	XP_030850791
KAJ8027413	XP_003724224
KAJ8027477	XP_030851168
KAJ8027509	XP_030851294
KAJ8027573	XP_030851050
KAJ8027797	XP_030836613
KAJ8027861	XP_030837148
KAJ8028021	XP_786834
KAJ8028117	XP_030836628
KAJ8028181	XP_001176229
KAJ8028245	XP_030836962
KAJ8028309	XP_030836466
KAJ8028341	XP_030837047
KAJ8028405	XP_011681940
KAJ8028437	XP_030836409
KAJ8028469	XP_030836214
KAJ8028597	XP_030836353
KAJ8028757	XP_030837105
KAJ8028789	XP_030836188
KAJ8028821	XP_030836751
KAJ8028885	XP_030836332
KAJ8028917	XP_782465
KAJ8028981	XP_001176515
KAJ8029109	XP_030832564
KAJ8029141	XP_030853420
KAJ8029173	XP_011668313
KAJ8029205	NP_001229623
KAJ8029333	XP_030832682
KAJ8029365	XP_030832904
KAJ8029653	XP_030833251
KAJ8029685	XP_003729586
KAJ8029717	XP_783663
KAJ8029749	XP_030832133
KAJ8029845	XP_003727742
KAJ8029877	XP_030833066
KAJ8030101	XP_030837540
KAJ8030389	XP_011681473
KAJ8030517	XP_030849259
KAJ8030645	XP_030831297
KAJ8030869	XP_793010
KAJ8030997	XP_011660495
KAJ8031285	XP_030837812
KAJ8031381	XP_030844373
KAJ8031477	XP_030844423
KAJ8031509	XP_030851087
KAJ8031605	XP_030844448
KAJ8031925	XP_030844144
KAJ8032021	XP_030843856
KAJ8032085	XP_030843653
KAJ8032277	XP_001200546
KAJ8032309	XP_030847012
KAJ8032405	XP_030843674
KAJ8032437	XP_794548
KAJ8032501	XP_780405
KAJ8032533	XP_011662132
KAJ8032597	XP_030828615
KAJ8032757	XP_003730333
KAJ8032789	XP_011664299
KAJ8033013	XP_030838599
KAJ8033205	XP_780938
KAJ8033269	XP_030838985
KAJ8033333	XP_011670326
KAJ8033397	XP_030839262
KAJ8033685	XP_011682018
KAJ8033845	XP_030838871
KAJ8033941	XP_780589
KAJ8034549	XP_030837050
KAJ8034613	XP_030834109
KAJ8034677	XP_030834503
KAJ8034965	XP_030834647
KAJ8035317	XP_030833846
KAJ8035541	NP_001242990
KAJ8035573	XP_787565
KAJ8035605	XP_011681723
KAJ8035637	XP_030855714
KAJ8035701	XP_781778
KAJ8035733	XP_030828123
KAJ8035765	XP_784007
KAJ8035797	XP_030828519
KAJ8035861	XP_030841310
KAJ8036021	XP_786139
KAJ8036213	XP_030856296
KAJ8036309	XP_030829066
KAJ8036341	XP_030828312
KAJ8036373	XP_030855734
KAJ8036405	XP_030828801
KAJ8036469	XP_030828102
KAJ8036565	XP_796067
KAJ8036597	XP_030827985
KAJ8036629	XP_030828576
KAJ8036693	XP_030855980
KAJ8036757	XP_030840463
KAJ8036821	XP_030840170
KAJ8037141	XP_030840723
KAJ8037301	XP_030840311
KAJ8037397	XP_030840763
KAJ8037493	XP_011675474
KAJ8037621	XP_030841110
KAJ8037685	XP_030839753
KAJ8037717	XP_030840635
KAJ8037845	XP_011667672
KAJ8037909	XP_003724200
KAJ8037941	XP_030840056
KAJ8037973	XP_011664905
KAJ8038005	XP_003731360
KAJ8038165	XP_030855350
KAJ8038293	XP_030845494
KAJ8038453	XP_030846789
KAJ8038517	XP_030840226
KAJ8038613	XP_781077
KAJ8038741	XP_793145
KAJ8038837	XP_003727392
KAJ8038901	XP_030854021
KAJ8038933	XP_030852956
KAJ8038997	XP_030854054
KAJ8039125	XP_030855755
KAJ8039253	XP_030853787
KAJ8039285	NP_001035495
KAJ8039317	XP_030853738
KAJ8039381	XP_030854621
KAJ8039509	XP_011670345
KAJ8039637	XP_030851448
KAJ8039669	XP_030852018
KAJ8039797	XP_030852329
KAJ8039893	XP_801793
KAJ8040085	XP_030834007
KAJ8040245	XP_030851952
KAJ8040341	XP_795192
KAJ8040405	XP_030851946
KAJ8040437	XP_030851917
KAJ8040533	XP_030852545
KAJ8040885	XP_030851882
KAJ8041141	XP_786610
KAJ8041173	XP_030830938
KAJ8041205	XP_030831286
KAJ8041301	XP_030841436
KAJ8041461	XP_001201179
KAJ8041557	XP_799123
KAJ8041589	NP_001073011
KAJ8041621	XP_003724179
KAJ8041653	XP_779930
KAJ8041781	XP_011662282
KAJ8041845	XP_011669546
KAJ8041877	XP_030831879
KAJ8041909	XP_001176328
KAJ8041941	XP_030831175
KAJ8042005	XP_030830999
KAJ8042293	XP_030832022
KAJ8042453	XP_030831878
KAJ8042709	XP_793866
KAJ8042837	XP_030831108
KAJ8042933	XP_030847586
KAJ8042965	XP_003729359
KAJ8042997	XP_030847807
KAJ8043061	XP_030847487
KAJ8043093	XP_030846855
KAJ8043381	XP_030847524
KAJ8043669	XP_030852619
KAJ8043797	XP_799172
KAJ8043829	XP_011679229
KAJ8043925	XP_030847399
KAJ8043957	XP_030848273
KAJ8044181	XP_030831385
KAJ8044213	XP_030848137
KAJ8044245	XP_011671722
KAJ8044277	XP_030848276
KAJ8044373	XP_787850
KAJ8044693	XP_787246
KAJ8044853	XP_788498
KAJ8045045	XP_795740
KAJ8045109	XP_797620
KAJ8045141	XP_030854301
KAJ8045237	XP_030855361
KAJ8045333	XP_030854613
KAJ8045397	XP_030855306
KAJ8045429	XP_030855048
KAJ8045525	XP_030855519
KAJ8045589	XP_030854925
KAJ8045941	XP_030854424
KAJ8046101	XP_030855693
KAJ8046357	XP_786064
KAJ8046709	NP_001001475
KAJ8046741	XP_030855988
KAJ8047029	XP_783035
KAJ8047061	XP_030856400
KAJ8047125	XP_011661587
KAJ8047381	XP_790158
KAJ8047541	XP_003729504
KAJ8047573	XP_030828196
KAJ8047637	XP_030855894
KAJ8047733	XP_030828437
KAJ8047765	XP_001176813
KAJ8048085	XP_030849077
KAJ8048469	XP_800793
KAJ8048661	XP_030848839
KAJ8048885	XP_030849060
KAJ8050325	XP_030856203
KAJ8050901	XP_030827953
KAJ8051125	XP_030849303
KAJ8017462	XP_030847280
KAJ8018166	XP_030853404
KAJ8018294	XP_030847522
