HOLleu_40989	MGLB19768
HOLleu_34056	MGLB07500
HOLleu_33978	MGLB04287
HOLleu_20415	MGLB11943
HOLleu_20504	MGLB12538
HOLleu_20544	MGLB11303
HOLleu_20621	MGLB11307
HOLleu_20708	MGLB12544
HOLleu_20748	MGLB12215
HOLleu_17393	MGLB00747
HOLleu_17431	MGLB06435
HOLleu_17468	MGLB00677
HOLleu_17674	MGLB01157
HOLleu_17726	MGLB01185
HOLleu_17770	MGLB00232
HOLleu_17971	MGLB00791
HOLleu_18011	MGLB01156
HOLleu_18244	MGLB01140
HOLleu_18281	MGLB00990
HOLleu_18324	MGLB00526
HOLleu_18363	MGLB00325
HOLleu_18492	MGLB00772
HOLleu_18538	MGLB00727
HOLleu_23373	MGLB09788
HOLleu_09669	MGLB06994
HOLleu_09710	MGLB07106
HOLleu_09750	MGLB08292
HOLleu_09791	MGLB07218
HOLleu_09593	MGLB07799
HOLleu_09552	MGLB07433
HOLleu_13644	MGLB09993
HOLleu_12734	MGLB08357
HOLleu_12774	MGLB09048
HOLleu_12616	MGLB09304
HOLleu_12660	MGLB08952
HOLleu_12546	MGLB08934
HOLleu_12582	MGLB08653
HOLleu_12376	MGLB09073
HOLleu_12421	MGLB08669
HOLleu_15282	MGLB05142
HOLleu_15329	MGLB20656
HOLleu_15375	MGLB20289
HOLleu_15466	MGLB20770
HOLleu_04204	MGLB13872
HOLleu_01437	MGLB18073
HOLleu_00230	MGLB09332
HOLleu_37904	MGLB10590
HOLleu_38557	MGLB18603
HOLleu_38596	MGLB05117
HOLleu_38645	MGLB18832
HOLleu_30944	MGLB02538
HOLleu_31070	MGLB02607
HOLleu_31109	MGLB02660
HOLleu_31191	MGLB03042
HOLleu_28117	MGLB06199
HOLleu_28156	MGLB06695
HOLleu_28195	MGLB06065
HOLleu_28233	MGLB06412
HOLleu_28273	MGLB06074
HOLleu_32574	MGLB01848
HOLleu_13225	MGLB08609
HOLleu_13263	MGLB08731
HOLleu_13505	MGLB08888
HOLleu_06561	MGLB11407
HOLleu_07300	MGLB16309
HOLleu_36872	MGLB17610
HOLleu_34343	MGLB15936
HOLleu_34464	MGLB15551
HOLleu_34502	MGLB15496
HOLleu_34620	MGLB15478
HOLleu_34717	MGLB17627
HOLleu_34842	MGLB20157
HOLleu_35011	MGLB15362
HOLleu_35053	MGLB15097
HOLleu_35343	MGLB15264
HOLleu_35471	MGLB15525
HOLleu_35509	MGLB15624
HOLleu_32941	MGLB14057
HOLleu_33065	MGLB04467
HOLleu_33107	MGLB04846
HOLleu_33182	MGLB04833
HOLleu_33304	MGLB04443
HOLleu_33390	MGLB04374
HOLleu_33428	MGLB04554
HOLleu_33469	MGLB04479
HOLleu_33511	MGLB04306
HOLleu_33561	MGLB04345
HOLleu_33606	MGLB04521
HOLleu_33724	MGLB04716
HOLleu_33767	MGLB18368
HOLleu_33886	MGLB04248
HOLleu_34097	MGLB04623
HOLleu_34135	MGLB04369
HOLleu_34176	MGLB04368
HOLleu_31227	MGLB01816
HOLleu_31312	MGLB02236
HOLleu_31659	MGLB01546
HOLleu_31703	MGLB02310
HOLleu_31745	MGLB02275
HOLleu_31861	MGLB02327
HOLleu_31996	MGLB03140
HOLleu_32130	MGLB01974
HOLleu_32173	MGLB02229
HOLleu_32509	MGLB03628
HOLleu_32667	MGLB02197
HOLleu_29811	MGLB03189
HOLleu_29933	MGLB02571
HOLleu_30102	MGLB03241
HOLleu_30178	MGLB02782
HOLleu_30259	MGLB03280
HOLleu_30346	MGLB03208
HOLleu_30382	MGLB02914
HOLleu_30468	MGLB03323
HOLleu_30507	MGLB02904
HOLleu_30543	MGLB02897
HOLleu_30751	MGLB03358
HOLleu_30882	MGLB02628
HOLleu_30923	MGLB02805
HOLleu_31001	MGLB18061
HOLleu_31040	MGLB02837
HOLleu_31086	MGLB03359
HOLleu_31168	MGLB03070
HOLleu_28578	MGLB06787
HOLleu_28662	MGLB06726
HOLleu_28739	MGLB06283
HOLleu_28774	MGLB05900
HOLleu_28852	MGLB06237
HOLleu_28895	MGLB05908
HOLleu_28934	MGLB06762
HOLleu_28984	MGLB06368
HOLleu_29022	MGLB06309
HOLleu_29097	MGLB06781
HOLleu_29137	MGLB06533
HOLleu_29220	MGLB06197
HOLleu_29605	MGLB05826
HOLleu_26529	MGLB14497
HOLleu_26621	MGLB00106
HOLleu_26658	MGLB14424
HOLleu_26886	MGLB14480
HOLleu_26922	MGLB14674
HOLleu_26962	MGLB14425
HOLleu_27146	MGLB15005
HOLleu_27274	MGLB14671
HOLleu_27366	MGLB14959
HOLleu_27796	MGLB05921
HOLleu_27834	MGLB14721
HOLleu_27877	MGLB00105
HOLleu_27924	MGLB14816
HOLleu_24553	MGLB04798
HOLleu_25069	MGLB05618
HOLleu_25154	MGLB05492
HOLleu_25379	MGLB05558
HOLleu_25502	MGLB05385
HOLleu_25588	MGLB19962
HOLleu_25676	MGLB05648
HOLleu_25761	MGLB20893
HOLleu_26043	MGLB03273
HOLleu_26082	MGLB05328
HOLleu_26117	MGLB19711
HOLleu_26157	MGLB05561
HOLleu_26197	MGLB05557
HOLleu_22917	MGLB13437
HOLleu_23006	MGLB10005
HOLleu_23044	MGLB09653
HOLleu_23167	MGLB09789
HOLleu_23284	MGLB09703
HOLleu_23366	MGLB09461
HOLleu_23449	MGLB12832
HOLleu_23536	MGLB10054
HOLleu_23707	MGLB09444
HOLleu_23747	MGLB05652
HOLleu_23919	MGLB10007
HOLleu_24049	MGLB09587
HOLleu_24328	MGLB09637
HOLleu_24527	MGLB19270
HOLleu_20848	MGLB02662
HOLleu_21068	MGLB07334
HOLleu_21152	MGLB03419
HOLleu_21343	MGLB03845
HOLleu_21521	MGLB03626
HOLleu_21568	MGLB03563
HOLleu_21609	MGLB03674
HOLleu_21746	MGLB03847
HOLleu_22498	MGLB03755
HOLleu_19251	MGLB12195
HOLleu_19291	MGLB11729
HOLleu_19457	MGLB12053
HOLleu_19536	MGLB15963
HOLleu_19578	MGLB12684
HOLleu_19669	MGLB11754
HOLleu_19706	MGLB12459
HOLleu_19836	MGLB00501
HOLleu_19950	MGLB11338
HOLleu_20242	MGLB11270
HOLleu_20364	MGLB11823
HOLleu_20576	MGLB11521
HOLleu_20702	MGLB15594
HOLleu_17424	MGLB00322
HOLleu_17462	MGLB01147
HOLleu_17621	MGLB01065
HOLleu_17884	MGLB00565
HOLleu_17919	MGLB00910
HOLleu_18004	MGLB00341
HOLleu_18044	MGLB00584
HOLleu_18317	MGLB00451
HOLleu_18396	MGLB00806
HOLleu_18484	MGLB00868
HOLleu_18568	MGLB10017
HOLleu_18606	MGLB01014
HOLleu_18718	MGLB08247
HOLleu_18764	MGLB00799
HOLleu_18807	MGLB00456
HOLleu_18886	MGLB00823
HOLleu_18964	MGLB00636
HOLleu_19165	MGLB00809
HOLleu_15920	MGLB09055
HOLleu_15962	MGLB13544
HOLleu_15998	MGLB13411
HOLleu_16042	MGLB13553
HOLleu_16164	MGLB13569
HOLleu_16459	MGLB13138
HOLleu_16745	MGLB13713
HOLleu_16905	MGLB13526
HOLleu_17121	MGLB13702
HOLleu_17332	MGLB13330
HOLleu_13743	MGLB20428
HOLleu_13782	MGLB20803
HOLleu_13907	MGLB20228
HOLleu_14041	MGLB20564
HOLleu_14162	MGLB20595
HOLleu_14242	MGLB20534
HOLleu_14320	MGLB20258
HOLleu_14440	MGLB20250
HOLleu_14514	MGLB20524
HOLleu_14600	MGLB21009
HOLleu_14727	MGLB13962
HOLleu_14812	MGLB20365
HOLleu_15019	MGLB07841
HOLleu_15186	MGLB20394
HOLleu_15269	MGLB20873
HOLleu_15408	MGLB20847
HOLleu_11910	MGLB12991
HOLleu_11945	MGLB09203
HOLleu_12282	MGLB08548
HOLleu_12573	MGLB08591
HOLleu_12686	MGLB08649
HOLleu_12764	MGLB08511
HOLleu_12838	MGLB08622
HOLleu_12923	MGLB09010
HOLleu_12964	MGLB08421
HOLleu_13040	MGLB09072
HOLleu_13310	MGLB08984
HOLleu_13513	MGLB08586
HOLleu_09536	MGLB03940
HOLleu_09660	MGLB07610
HOLleu_09697	MGLB07236
HOLleu_09740	MGLB07611
HOLleu_09779	MGLB07109
HOLleu_09819	MGLB06845
HOLleu_09862	MGLB07439
HOLleu_09900	MGLB07707
HOLleu_10038	MGLB17760
HOLleu_10166	MGLB07075
HOLleu_10438	MGLB08091
HOLleu_10777	MGLB07609
HOLleu_10905	MGLB14695
HOLleu_11283	MGLB07973
HOLleu_11355	MGLB07243
HOLleu_11604	MGLB17474
HOLleu_11646	MGLB07050
HOLleu_07023	MGLB16344
HOLleu_07067	MGLB16963
HOLleu_07264	MGLB16565
HOLleu_07308	MGLB16076
HOLleu_07547	MGLB17237
HOLleu_07725	MGLB16477
HOLleu_07966	MGLB17145
HOLleu_08119	MGLB17008
HOLleu_08199	MGLB16500
HOLleu_08243	MGLB12524
HOLleu_08282	MGLB16982
HOLleu_08320	MGLB16476
HOLleu_08359	MGLB16213
HOLleu_08438	MGLB16278
HOLleu_08473	MGLB16630
HOLleu_08548	MGLB16808
HOLleu_08587	MGLB16770
HOLleu_08696	MGLB16495
HOLleu_08732	MGLB16241
HOLleu_08774	MGLB16271
HOLleu_08814	MGLB17111
HOLleu_08861	MGLB16581
HOLleu_08945	MGLB16464
HOLleu_08981	MGLB16437
HOLleu_09022	MGLB17535
HOLleu_09106	MGLB00645
HOLleu_04876	MGLB12386
HOLleu_04960	MGLB12598
HOLleu_05003	MGLB12220
HOLleu_05041	MGLB11849
HOLleu_05082	MGLB12371
HOLleu_05123	MGLB11970
HOLleu_05206	MGLB17393
HOLleu_05437	MGLB12156
HOLleu_05516	MGLB11071
HOLleu_05641	MGLB12472
HOLleu_05989	MGLB11329
HOLleu_06029	MGLB17401
HOLleu_06167	MGLB12339
HOLleu_06212	MGLB11585
HOLleu_06328	MGLB11246
HOLleu_06482	MGLB12076
HOLleu_06605	MGLB10981
HOLleu_06644	MGLB12568
HOLleu_06757	MGLB12740
HOLleu_06848	MGLB11398
HOLleu_06894	MGLB11740
HOLleu_06978	MGLB12307
HOLleu_00378	MGLB14135
HOLleu_00526	MGLB03672
HOLleu_01382	MGLB14226
HOLleu_01947	MGLB02765
HOLleu_02077	MGLB09373
HOLleu_02173	MGLB18248
HOLleu_02629	MGLB14392
HOLleu_02908	MGLB02477
HOLleu_03300	MGLB11969
HOLleu_03623	MGLB09909
HOLleu_04011	MGLB14361
HOLleu_43157	MGLB01298
HOLleu_42074	MGLB13985
HOLleu_41176	MGLB19604
HOLleu_41254	MGLB19488
HOLleu_41295	MGLB19330
HOLleu_41484	MGLB19681
HOLleu_41626	MGLB19316
HOLleu_41711	MGLB14140
HOLleu_41748	MGLB19310
HOLleu_41851	MGLB19144
HOLleu_41892	MGLB19677
HOLleu_39785	MGLB19994
HOLleu_39910	MGLB19120
HOLleu_40107	MGLB19786
HOLleu_40146	MGLB19603
HOLleu_40310	MGLB19544
HOLleu_40348	MGLB19271
HOLleu_40763	MGLB11418
HOLleu_40801	MGLB19339
HOLleu_38418	MGLB18444
HOLleu_38576	MGLB18139
HOLleu_38622	MGLB00030
HOLleu_38722	MGLB07103
HOLleu_38762	MGLB18300
HOLleu_38800	MGLB18849
HOLleu_38835	MGLB18115
HOLleu_38875	MGLB18335
HOLleu_38997	MGLB18615
HOLleu_39037	MGLB18223
HOLleu_39242	MGLB05126
HOLleu_39367	MGLB18576
HOLleu_39410	MGLB16875
HOLleu_39540	MGLB18299
HOLleu_37104	MGLB10644
HOLleu_37269	MGLB10416
HOLleu_37427	MGLB05884
HOLleu_37606	MGLB10646
HOLleu_37641	MGLB10265
HOLleu_37761	MGLB10666
HOLleu_37840	MGLB10889
HOLleu_38050	MGLB10724
HOLleu_38214	MGLB10710
HOLleu_35654	MGLB17712
HOLleu_36168	MGLB01304
HOLleu_36542	MGLB17898
HOLleu_36833	MGLB06909
HOLleu_37017	MGLB17769
HOLleu_34344	MGLB15587
HOLleu_34423	MGLB07859
HOLleu_34465	MGLB15423
HOLleu_34581	MGLB15339
HOLleu_34718	MGLB15180
HOLleu_34798	MGLB15312
HOLleu_34843	MGLB06708
HOLleu_34970	MGLB15650
HOLleu_35054	MGLB15176
HOLleu_35221	MGLB06311
HOLleu_35260	MGLB02230
HOLleu_35344	MGLB15546
HOLleu_32902	MGLB04989
HOLleu_33024	MGLB04124
HOLleu_33108	MGLB04802
HOLleu_33306	MGLB04579
HOLleu_33726	MGLB04205
HOLleu_33768	MGLB03153
HOLleu_33802	MGLB04828
HOLleu_33841	MGLB04342
HOLleu_33888	MGLB04766
HOLleu_33926	MGLB04399
HOLleu_34021	MGLB04769
HOLleu_34098	MGLB04430
HOLleu_31230	MGLB02060
HOLleu_31408	MGLB01821
HOLleu_31785	MGLB07372
HOLleu_31824	MGLB01644
HOLleu_32042	MGLB02249
HOLleu_32174	MGLB02226
HOLleu_32300	MGLB02315
HOLleu_32392	MGLB01631
HOLleu_32548	MGLB02109
HOLleu_32668	MGLB02015
HOLleu_29896	MGLB03337
HOLleu_29934	MGLB19926
HOLleu_29976	MGLB02850
HOLleu_30021	MGLB03340
HOLleu_30104	MGLB03230
HOLleu_30347	MGLB02551
HOLleu_30383	MGLB03049
HOLleu_30509	MGLB04304
HOLleu_30544	MGLB03010
HOLleu_30658	MGLB03071
HOLleu_30702	MGLB03072
HOLleu_30752	MGLB03379
HOLleu_30964	MGLB03324
HOLleu_31169	MGLB02915
HOLleu_28094	MGLB06046
HOLleu_28173	MGLB06456
HOLleu_28210	MGLB05858
HOLleu_28253	MGLB06003
HOLleu_28293	MGLB02860
HOLleu_28430	MGLB05955
HOLleu_28542	MGLB06658
HOLleu_28579	MGLB06614
HOLleu_28663	MGLB06611
HOLleu_28701	MGLB06639
HOLleu_28775	MGLB06773
HOLleu_28985	MGLB11661
HOLleu_29023	MGLB06373
HOLleu_29098	MGLB05305
HOLleu_29179	MGLB05853
HOLleu_29221	MGLB06593
HOLleu_29351	MGLB05928
HOLleu_29568	MGLB05895
HOLleu_29606	MGLB06077
HOLleu_26802	MGLB11597
HOLleu_26887	MGLB14970
HOLleu_26923	MGLB18008
HOLleu_26963	MGLB00096
HOLleu_27112	MGLB11217
HOLleu_27148	MGLB14675
HOLleu_27406	MGLB14499
HOLleu_27529	MGLB05694
HOLleu_27835	MGLB14814
HOLleu_27925	MGLB14583
HOLleu_27967	MGLB02330
HOLleu_24761	MGLB12213
HOLleu_25070	MGLB05325
HOLleu_25106	MGLB05633
HOLleu_25155	MGLB05560
HOLleu_25202	MGLB05454
HOLleu_25247	MGLB05452
HOLleu_25762	MGLB06047
HOLleu_26044	MGLB05359
HOLleu_26158	MGLB05744
HOLleu_22838	MGLB17822
HOLleu_22918	MGLB09864
HOLleu_23046	MGLB09510
HOLleu_23083	MGLB06869
HOLleu_23247	MGLB09628
HOLleu_23285	MGLB09957
HOLleu_23367	MGLB09464
HOLleu_23409	MGLB09466
HOLleu_23451	MGLB02260
HOLleu_23494	MGLB10025
HOLleu_23626	MGLB09655
HOLleu_23708	MGLB09921
HOLleu_24329	MGLB10026
HOLleu_24529	MGLB19632
HOLleu_21021	MGLB04021
HOLleu_21069	MGLB03432
HOLleu_21748	MGLB03967
HOLleu_22457	MGLB04024
HOLleu_22671	MGLB09196
HOLleu_19376	MGLB11590
HOLleu_19497	MGLB12516
HOLleu_19538	MGLB12316
HOLleu_19707	MGLB11881
HOLleu_19749	MGLB12810
HOLleu_19915	MGLB12711
HOLleu_20324	MGLB09192
HOLleu_20499	MGLB10990
HOLleu_20578	MGLB11689
HOLleu_20658	MGLB11602
HOLleu_20742	MGLB07139
HOLleu_17497	MGLB00881
HOLleu_17720	MGLB01094
HOLleu_17886	MGLB00914
HOLleu_18047	MGLB00506
HOLleu_18088	MGLB00850
HOLleu_18165	MGLB08991
HOLleu_18318	MGLB00241
HOLleu_18357	MGLB19168
HOLleu_18398	MGLB00407
HOLleu_18485	MGLB01176
HOLleu_18569	MGLB01125
HOLleu_18641	MGLB16577
HOLleu_18809	MGLB00336
HOLleu_15999	MGLB11771
HOLleu_16043	MGLB13463
HOLleu_16423	MGLB06952
HOLleu_16460	MGLB13258
HOLleu_16495	MGLB08313
HOLleu_16573	MGLB13621
HOLleu_16746	MGLB13255
HOLleu_17166	MGLB13492
HOLleu_17209	MGLB13220
HOLleu_13745	MGLB20962
HOLleu_13783	MGLB20213
HOLleu_13909	MGLB20952
HOLleu_14122	MGLB20919
HOLleu_14163	MGLB20233
HOLleu_14204	MGLB20851
HOLleu_14515	MGLB20983
HOLleu_14601	MGLB20466
HOLleu_14729	MGLB20604
HOLleu_14813	MGLB20504
HOLleu_14852	MGLB20674
HOLleu_15020	MGLB20241
HOLleu_15151	MGLB20837
HOLleu_15187	MGLB17742
HOLleu_15271	MGLB20180
HOLleu_11834	MGLB08448
HOLleu_11911	MGLB08395
HOLleu_11948	MGLB08521
HOLleu_12085	MGLB08963
HOLleu_12164	MGLB18460
HOLleu_12199	MGLB08673
HOLleu_12411	MGLB08933
HOLleu_12534	MGLB08694
HOLleu_12574	MGLB08581
HOLleu_12608	MGLB08365
HOLleu_12687	MGLB08602
HOLleu_12798	MGLB08585
HOLleu_12839	MGLB09225
HOLleu_12924	MGLB08351
HOLleu_12965	MGLB09057
HOLleu_13002	MGLB08965
HOLleu_13043	MGLB09089
HOLleu_13196	MGLB08490
HOLleu_13273	MGLB09265
HOLleu_13429	MGLB08411
HOLleu_13469	MGLB09261
HOLleu_09455	MGLB07264
HOLleu_09661	MGLB07797
HOLleu_09698	MGLB08078
HOLleu_09742	MGLB07735
HOLleu_09821	MGLB07278
HOLleu_09864	MGLB07811
HOLleu_09901	MGLB05875
HOLleu_10039	MGLB07511
HOLleu_10086	MGLB20054
HOLleu_10167	MGLB07943
HOLleu_10439	MGLB07926
HOLleu_10665	MGLB07262
HOLleu_10725	MGLB00219
HOLleu_10907	MGLB14688
HOLleu_11101	MGLB07704
HOLleu_11321	MGLB08962
HOLleu_11568	MGLB00158
HOLleu_11647	MGLB07537
HOLleu_07068	MGLB17081
HOLleu_07228	MGLB16972
HOLleu_07265	MGLB17093
HOLleu_07346	MGLB16698
HOLleu_07417	MGLB16251
HOLleu_07598	MGLB16838
HOLleu_07643	MGLB17158
HOLleu_07767	MGLB16229
HOLleu_07968	MGLB16688
HOLleu_08006	MGLB18058
HOLleu_08082	MGLB20521
HOLleu_08200	MGLB16169
HOLleu_08283	MGLB16279
HOLleu_08321	MGLB16370
HOLleu_08360	MGLB16512
HOLleu_08401	MGLB16335
HOLleu_08439	MGLB16961
HOLleu_08475	MGLB17199
HOLleu_08589	MGLB16383
HOLleu_08660	MGLB17226
HOLleu_08734	MGLB16786
HOLleu_08862	MGLB16486
HOLleu_08906	MGLB08719
HOLleu_08946	MGLB16935
HOLleu_09025	MGLB16659
HOLleu_09190	MGLB16917
HOLleu_05042	MGLB12582
HOLleu_05083	MGLB11668
HOLleu_05124	MGLB12112
HOLleu_05207	MGLB12571
HOLleu_05439	MGLB12635
HOLleu_05473	MGLB11011
HOLleu_05519	MGLB11995
HOLleu_05558	MGLB12526
HOLleu_05862	MGLB02255
HOLleu_06213	MGLB12292
HOLleu_06440	MGLB11235
HOLleu_06606	MGLB12593
HOLleu_06719	MGLB12042
HOLleu_06758	MGLB11399
HOLleu_06895	MGLB10978
HOLleu_06979	MGLB12666
HOLleu_00084	MGLB17801
HOLleu_00217	MGLB09387
HOLleu_00256	MGLB14084
HOLleu_00379	MGLB14180
HOLleu_00569	MGLB18449
HOLleu_00615	MGLB19722
HOLleu_01062	MGLB13856
HOLleu_01383	MGLB14154
HOLleu_02805	MGLB18250
HOLleu_04142	MGLB14286
HOLleu_44046	MGLB17734
HOLleu_43158	MGLB01299
HOLleu_42541	MGLB00865
HOLleu_40994	MGLB19842
HOLleu_41049	MGLB19625
HOLleu_41177	MGLB18939
HOLleu_41220	MGLB18996
HOLleu_41297	MGLB20023
HOLleu_41388	MGLB19686
HOLleu_41433	MGLB20001
HOLleu_41583	MGLB08393
HOLleu_41670	MGLB19199
HOLleu_41712	MGLB19493
HOLleu_41802	MGLB19915
HOLleu_41852	MGLB19955
HOLleu_41977	MGLB19124
HOLleu_39871	MGLB18726
HOLleu_39911	MGLB19096
HOLleu_39988	MGLB00142
HOLleu_40108	MGLB20048
HOLleu_40190	MGLB19086
HOLleu_40311	MGLB19979
HOLleu_40349	MGLB19089
HOLleu_40595	MGLB18628
HOLleu_40802	MGLB19967
HOLleu_38460	MGLB18824
HOLleu_38537	MGLB18332
HOLleu_38577	MGLB18355
HOLleu_38623	MGLB00023
HOLleu_38763	MGLB18798
HOLleu_38836	MGLB18461
HOLleu_39038	MGLB00590
HOLleu_39113	MGLB18385
HOLleu_39199	MGLB18623
HOLleu_39368	MGLB18135
HOLleu_39458	MGLB16732
HOLleu_39541	MGLB18373
HOLleu_39577	MGLB18836
HOLleu_39611	MGLB18174
HOLleu_37148	MGLB14580
HOLleu_37567	MGLB10809
HOLleu_37607	MGLB10227
HOLleu_37685	MGLB10699
HOLleu_37802	MGLB02334
HOLleu_38175	MGLB10609
HOLleu_38216	MGLB10673
HOLleu_35655	MGLB17780
HOLleu_36463	MGLB17608
HOLleu_36543	MGLB12869
HOLleu_36624	MGLB17569
HOLleu_36796	MGLB17883
HOLleu_36878	MGLB14757
HOLleu_36925	MGLB17743
HOLleu_34466	MGLB15825
HOLleu_34504	MGLB15720
HOLleu_34542	MGLB15504
HOLleu_34582	MGLB15809
HOLleu_34623	MGLB15150
HOLleu_34759	MGLB15329
HOLleu_34928	MGLB15995
HOLleu_34971	MGLB15181
HOLleu_35056	MGLB15171
HOLleu_35222	MGLB15757
HOLleu_35261	MGLB02309
HOLleu_35473	MGLB15605
HOLleu_32904	MGLB04861
HOLleu_32943	MGLB04932
HOLleu_33025	MGLB04314
HOLleu_33109	MGLB04754
HOLleu_33229	MGLB04570
HOLleu_33270	MGLB04316
HOLleu_33307	MGLB10390
HOLleu_33430	MGLB04840
HOLleu_33564	MGLB19442
HOLleu_33608	MGLB04167
HOLleu_33803	MGLB04510
HOLleu_33928	MGLB04835
HOLleu_34137	MGLB04628
HOLleu_31542	MGLB02175
HOLleu_31705	MGLB01996
HOLleu_31747	MGLB18369
HOLleu_31787	MGLB07150
HOLleu_31825	MGLB02155
HOLleu_32043	MGLB01556
HOLleu_32094	MGLB01688
HOLleu_32303	MGLB01551
HOLleu_32350	MGLB01526
HOLleu_32669	MGLB00956
HOLleu_32748	MGLB01704
HOLleu_29849	MGLB03015
HOLleu_29935	MGLB02597
HOLleu_30143	MGLB02820
HOLleu_30180	MGLB04429
HOLleu_30348	MGLB02986
HOLleu_30431	MGLB02880
HOLleu_30510	MGLB02783
HOLleu_30545	MGLB02962
HOLleu_30625	MGLB03119
HOLleu_30659	MGLB03002
HOLleu_30704	MGLB02518
HOLleu_30884	MGLB02643
HOLleu_30965	MGLB03011
HOLleu_31088	MGLB03074
HOLleu_31124	MGLB02902
HOLleu_28137	MGLB03209
HOLleu_28174	MGLB06613
HOLleu_28255	MGLB06750
HOLleu_28431	MGLB17449
HOLleu_28508	MGLB06081
HOLleu_28543	MGLB06159
HOLleu_28704	MGLB06286
HOLleu_28741	MGLB06800
HOLleu_29099	MGLB06143
HOLleu_29140	MGLB03636
HOLleu_29181	MGLB06509
HOLleu_29222	MGLB06564
HOLleu_29354	MGLB05945
HOLleu_29392	MGLB06544
HOLleu_29645	MGLB18946
HOLleu_26390	MGLB08268
HOLleu_26803	MGLB14892
HOLleu_26964	MGLB14798
HOLleu_27407	MGLB06859
HOLleu_27578	MGLB14524
HOLleu_27968	MGLB14815
HOLleu_24556	MGLB01234
HOLleu_24675	MGLB05383
HOLleu_24719	MGLB01750
HOLleu_25292	MGLB05357
HOLleu_25423	MGLB05487
HOLleu_25504	MGLB05400
HOLleu_25680	MGLB02840
HOLleu_25763	MGLB05491
HOLleu_25800	MGLB10364
HOLleu_25922	MGLB05726
HOLleu_25959	MGLB03510
HOLleu_26045	MGLB05351
HOLleu_26084	MGLB05517
HOLleu_26159	MGLB05265
HOLleu_22799	MGLB09959
HOLleu_22840	MGLB09454
HOLleu_23128	MGLB09622
HOLleu_23169	MGLB20230
HOLleu_23368	MGLB10107
HOLleu_23452	MGLB09418
HOLleu_23537	MGLB09429
HOLleu_23627	MGLB10014
HOLleu_24012	MGLB09515
HOLleu_24211	MGLB09713
HOLleu_24330	MGLB15138
HOLleu_21523	MGLB03652
HOLleu_21610	MGLB10962
HOLleu_22020	MGLB03698
HOLleu_22501	MGLB03513
HOLleu_19294	MGLB11018
HOLleu_19334	MGLB11902
HOLleu_19377	MGLB11483
HOLleu_19459	MGLB12742
HOLleu_19541	MGLB11208
HOLleu_19580	MGLB11386
HOLleu_19672	MGLB04740
HOLleu_19877	MGLB11717
HOLleu_20127	MGLB11318
HOLleu_20290	MGLB11201
HOLleu_20326	MGLB10996
HOLleu_20366	MGLB12590
HOLleu_20455	MGLB11678
HOLleu_20579	MGLB11422
HOLleu_20617	MGLB12461
HOLleu_20741	MGLB12346
HOLleu_17388	MGLB00655
HOLleu_17464	MGLB00413
HOLleu_17887	MGLB01110
HOLleu_18089	MGLB00598
HOLleu_18204	MGLB00992
HOLleu_18319	MGLB00674
HOLleu_18486	MGLB00372
HOLleu_18570	MGLB00386
HOLleu_18608	MGLB00274
HOLleu_18767	MGLB00853
HOLleu_18851	MGLB00631
HOLleu_18888	MGLB01080
HOLleu_18928	MGLB00257
HOLleu_18966	MGLB00994
HOLleu_19167	MGLB16915
HOLleu_15674	MGLB17658
HOLleu_15965	MGLB13642
HOLleu_16078	MGLB06950
HOLleu_16250	MGLB13619
HOLleu_16383	MGLB13588
HOLleu_16461	MGLB13122
HOLleu_16496	MGLB13129
HOLleu_16747	MGLB11175
HOLleu_16907	MGLB13731
HOLleu_16950	MGLB13452
HOLleu_16990	MGLB13445
HOLleu_17080	MGLB16606
HOLleu_17255	MGLB13502
HOLleu_13696	MGLB20818
HOLleu_13747	MGLB20267
HOLleu_13910	MGLB20377
HOLleu_14043	MGLB20775
HOLleu_14479	MGLB20583
HOLleu_14602	MGLB20977
HOLleu_14686	MGLB20981
HOLleu_14730	MGLB20966
HOLleu_14853	MGLB20779
HOLleu_15153	MGLB18903
HOLleu_15320	MGLB20964
HOLleu_11876	MGLB09019
HOLleu_11912	MGLB08530
HOLleu_11950	MGLB08687
HOLleu_12087	MGLB04416
HOLleu_12284	MGLB09000
HOLleu_12413	MGLB08383
HOLleu_12451	MGLB14756
HOLleu_12491	MGLB08608
HOLleu_12535	MGLB08536
HOLleu_12688	MGLB09307
HOLleu_12766	MGLB17380
HOLleu_12800	MGLB08677
HOLleu_12840	MGLB08878
HOLleu_12880	MGLB08412
HOLleu_12966	MGLB08868
HOLleu_13313	MGLB10381
HOLleu_13515	MGLB09279
HOLleu_09539	MGLB07558
HOLleu_09699	MGLB07169
HOLleu_09822	MGLB07454
HOLleu_09865	MGLB07696
HOLleu_09902	MGLB07493
HOLleu_09991	MGLB07376
HOLleu_10040	MGLB07244
HOLleu_10440	MGLB07142
HOLleu_10867	MGLB04878
HOLleu_11061	MGLB08016
HOLleu_11102	MGLB21022
HOLleu_11241	MGLB07977
HOLleu_11285	MGLB07257
HOLleu_11569	MGLB07601
HOLleu_11607	MGLB07912
HOLleu_11649	MGLB07391
HOLleu_11695	MGLB07037
HOLleu_07105	MGLB16298
HOLleu_07418	MGLB17209
HOLleu_07496	MGLB17010
HOLleu_07727	MGLB17029
HOLleu_07969	MGLB17256
HOLleu_08041	MGLB16423
HOLleu_08083	MGLB17329
HOLleu_08201	MGLB17037
HOLleu_08322	MGLB16505
HOLleu_08361	MGLB16820
HOLleu_08402	MGLB16827
